textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),clean_text,predict_sentiment
8a8c28f5ba, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,e`s amazi,positive,noon,21-30,Tanzania,59734218,885800.0,67,thanks amy  that video is so awesome  did you see tmh  hes amazing in that too bouncy bouncy bouncy,Positive
6b064ca919, LMAO...Ha! No I just simply wanted to go to NY!,LMAO...Ha!,positive,night,31-45,Thailand,69799978,510890.0,137,lmaoha no i just simply wanted to go to ny,Negative
cbdbfb9de2,"is bored, cant go on habbo stupid ban",stupid,negative,morning,46-60,Timor-Leste,1318445,14870.0,89,is bored cant go on habbo stupid ban,Negative
51ed0c17c0,Tried on all the shoes in new look,Tried on all the shoes in new look,neutral,noon,60-70,Togo,8278724,54390.0,152,tried on all the shoes in new look,Neutral
8fee3fb6a4,its too early  i wanna go back to sleeep,its too early  i wanna go back to sleeep,neutral,night,70-100,Tonga,105695,720.0,147,its too early  i wanna go back to sleeep,Neutral
708b41b0c8," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?","I don`t think I am, my sisters refusn to get me a ticket now.",negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273,i dont think i am my sisters refusn to get me a ticket now  what you doing next week,Neutral
44eba69b30, oh wow...hope he`s ok  u take him 2 the vet?,oh wow...hope he`s ok  u take him 2 the vet?,neutral,noon,21-30,Tunisia,11818619,155360.0,76,oh wowhope hes ok  u take him  the vet,Positive
10133a7283," He died.  Wait, what about Magic Jack? I just read it.","He died.  Wait, what about Magic Jack? I just read it.",neutral,night,31-45,Turkey,84339067,770000.0,110,he died  wait what about magic jack i just read it,Negative
901b9b9cc4,i`ve just woken up,i`ve just woken up,neutral,morning,46-60,Turkmenistan,6031200,469930.0,13,ive just woken up,Neutral
2eaefcfa53, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,love,positive,noon,60-70,Tuvalu,11792,30.0,393,hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,Positive
493f47d778,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,one of the greatest dinners ever:,positive,night,70-100,Uganda,45741007,199810.0,229,jon made one of the greatest dinners ever roast pork tenderloin on a bed of wild rice on a bed of mixed greens  yummy sauce no wine,Positive
49e24a4501,nooooo its raining......had 2 leave the beach,nooooo its raining..,negative,morning,0-20,Ukraine,43733762,579320.0,75,nooooo its raininghad  leave the beach,Negative
36a0a476c5,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,Shower. Class. More class. Taking care of my lady-friend.,positive,noon,21-30,United Arab Emirates,9890402,83600.0,118,shower class more class taking care of my ladyfriend writing like theres no tomorrow,Positive
5343b52f89,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,great,positive,night,31-45,United Kingdom,67886011,241930.0,281,rockstar photographer shoot went great tonight a little different than the usual stuff  very nice,Positive
18cd7ae71d, great pics! You should try to start selling your race photos to runners,great,positive,morning,46-60,United States of America,331002651,9147420.0,36,great pics you should try to start selling your race photos to runners,Positive
cb60620a4f,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)","Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody",positive,noon,60-70,Uruguay,3473730,175020.0,20,goodmorning twitter oh my gosh i woke up soooo nice lol  oh hai thar twitterverse happy mothersday everybody  especially mine,Positive
8396f13b4b,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",i LOVED,positive,night,70-100,Uzbekistan,33469203,425400.0,79,dulay i swear it took me  hours to get from bel air to alabang  but yes i loved reminiscing about our hk trip with you,Positive
c58b2ba46e,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral,morning,0-20,Vanuatu,307145,12200.0,25,hubby went to pick up  my fringe comics today  store by his work that store was out of business too no comix in houston have  web,Negative
e350274c1a,The World is just amazing!,The World is just amazing!,positive,noon,21-30,Venezuela,28435940,882050.0,32,the world is just amazing,Positive
66521b4652,i have no idea what im doing and i am completely lost.,i am completely lost.,negative,night,31-45,Vietnam,97338579,310070.0,314,i have no idea what im doing and i am completely lost,Negative
d116927538,@ gadgetopia need to DM you but you`re not following me.   Will send email.,@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral,morning,46-60,Yemen,29825964,527970.0,56,gadgetopia need to dm you but youre not following me   will send email,Neutral
5dbe4cae20, awww hes too cute!!wish i could`ve gone,cute!,positive,noon,60-70,Zambia,18383955,743390.0,25,awww hes too cutewish i couldve gone,Neutral
c2ada5b889,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,neutral,night,70-100,Zimbabwe,14862924,386850.0,38,got my cable set up win  got my lock put on my door win feeling a tad neglected fail,Positive
8d9f0090b0, I think that may look a little silly -.- Also my camera is broken so no photo,silly,negative,morning,0-20,Afghanistan,38928346,652860.0,60,i think that may look a little silly  also my camera is broken so no photo,Negative
355a1e84e2,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive,noon,21-30,Albania,2877797,27400.0,105,just had a great talk with grace about how awesome god is and how he worksthat somehow started with how remote controls work,Positive
da2bf1eb03,this day has beasted me.,beasted,negative,night,31-45,Algeria,43851044,2381740.0,18,this day has beasted me,Neutral
e9d903f9aa, I`ll be listening!,I`ll be listening!,neutral,morning,46-60,Andorra,77265,470.0,164,ill be listening,Negative
28f67f674e, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral,noon,60-70,Angola,32866272,1246700.0,26,oh nou dont have to hit him up he had a family emergency so there was a lil delay just cant wait to see them,Negative
aba25eb3f5,sitting at home doing nothing. gonna be like this all weekend,sitting at home doing nothing. gonna be like this all weekend,neutral,night,70-100,Antigua and Barbuda,97929,440.0,223,sitting at home doing nothing gonna be like this all weekend,Negative
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,UNSALVAGEABLE,negative,morning,0-20,Argentina,45195774,2736690.0,17,oh nevermind i think this thing is unsalvageable,Neutral
13a9406926, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,neutral,noon,21-30,Armenia,2963243,28470.0,104,flew brisbane  lax today  great flight  love the lights  shame about one drink limit though,Positive
5b2b140151,I think i should go to sleep considering i hav to b up on 3hrs....,I think i should go to sleep considering i hav to b up on 3hrs....,neutral,night,31-45,Australia,25499884,7682300.0,3,i think i should go to sleep considering i hav to b up on hrs,Neutral
923f7ee786,  If I told you how often I wash my hair you would never speak to me again,If I told you how often I wash my hair you would never speak to me again,neutral,morning,46-60,Austria,9006398,82400.0,109,if i told you how often i wash my hair you would never speak to me again,Neutral
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,ended up inventing my own.,negative,noon,60-70,Azerbaijan,10139177,82658.0,123,i just spent  hours looking for a blog topic and ended up inventing my own  grrrr,Neutral
28f000e641, seems to have disappeared out of my life,seems to have disappeared out of my life,negative,night,70-100,Bahamas,393244,10010.0,39,seems to have disappeared out of my life,Negative
152bedb5a6,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...","HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive,morning,0-20,Bahrain,1701575,760.0,2239,happy mothers day to my mom and every mom everywhere  off for a stroll at the beaches laterhopefully,Positive
b2afb1cf57, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral,noon,21-30,Bangladesh,164689383,130170.0,1265,ohhh i wanna go  gahhh but i dunnooooooo s me confuzzzledd should i or not,Neutral
6d57e5fcb0,_KittyKat hello new follower  haha!! how are ya?,haha!,positive,night,31-45,Barbados,287375,430.0,668,kittykat hello new follower  haha how are ya,Positive
27f1fa3214, haha best thing about office birthdays hey,best,positive,morning,46-60,Belarus,9449323,202910.0,47,haha best thing about office birthdays hey,Positive
233b90417d,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then","****,",negative,noon,60-70,Belgium,11589623,30280.0,383,i never knew i could miss my phone so much for  hours till they told me i wont have it back till then,Positive
0d32a589d2,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,aww,negative,night,70-100,Belize,397628,22810.0,17,lay aww well i just randomly woke up and now i cant sleep too many things on my mind,Positive
0aa7e2d375,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,nothing fair,negative,morning,0-20,Benin,12123200,112760.0,108,thats it its done already this is one proof that theres nothing fair in this world,Negative
1d8c801864,I am going to see how long I can do this for.,I am going to see how long I can do this for.,neutral,noon,21-30,Bhutan,771608,38100.0,20,i am going to see how long i can do this for,Neutral
4d8c11c5cd,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!","You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive,night,31-45,Bolivia,11673021,1083300.0,11,you better come here by the time i count to  or else     bam,Positive
6bff31375d,PRD take a long time to review!,PRD take a long time to review!,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64,prd take a long time to review,Neutral
9e275c23b0,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....","well,",positive,noon,60-70,Botswana,2351627,566730.0,4,u know  kids do what we do  not what we say  well dont we all really,Positive
8074eded04,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,i`m going to fail this final.,negative,night,70-100,Brazil,212559417,8358140.0,25,ugh i wanna play dnd but i know im going to fail this final i need to study,Negative
ea4429b35a,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",", Thx",positive,morning,0-20,Brunei,437479,5270.0,83,hi thx for following  i teach some chinese lessons on youtube pls feel free to have a look wwwyoutubecomchineselearn,Positive
70eb969d45, how sad! are you saying that I`m fat?  *tears*,how sad! are you saying that I`m fat?  *tears*,negative,noon,21-30,Bulgaria,6948445,108560.0,64,how sad are you saying that im fat  tears,Negative
5c6d1a22c4, why thank you. I might just take you up on your offer,why thank you. I might just take you up on your offer,neutral,night,31-45,Burkina Faso,20903273,273600.0,76,why thank you i might just take you up on your offer,Positive
2003e360f8,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,can`t find it anywhere!,negative,morning,46-60,Burundi,11890784,25680.0,463,im trying to find the driver for my microsoft lifecam vx webcam and cant find it anywhere anyone have any links,Neutral
198c97b57a,Finally get to lay down for a bit i have a major headache,i have a major headache,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83,finally get to lay down for a bit i have a major headache,Neutral
31fa81e0ae,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",ch fu,positive,night,70-100,Cabo Verde,555987,4030.0,138,yes you should go see star trek  its sooooo much fun,Positive
68d82a25f9, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,neutral,morning,0-20,Cambodia,16718965,176520.0,95,mitchel you have no idea how much i want to call you but it costs loads to call from england,Negative
38b91a3688,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby","Stupid me,",negative,noon,21-30,Cameroon,26545863,472710.0,56,stupid me accidentally gave my honey the atomic flavored buffalo wings and now his stomach feels just awful im sorry baby,Negative
c380578d03, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,very relaxing,positive,night,31-45,Canada,37742154,9093510.0,4,very relaxing thank you hope you get to put your feet up tomorrow and enjoy the day,Positive
22e968402f, yessir that is 100% right,yessir that is 100% right,positive,morning,46-60,Central African Republic,4829767,622980.0,8,yessir that is  right,Neutral
469ce3aeee, Night!,Night!,neutral,noon,60-70,Chad,16425864,1259200.0,13,night,Neutral
34af663e50,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,GREAT,positive,night,70-100,Chile,19116201,743532.0,26,writing my music lit final paper on mozarts eine kleine nashtmusik mom is giving me a handand im actually having a great time,Positive
7f9b45945a,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,sad.,negative,morning,0-20,China,1439323776,9388211.0,153,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad,Neutral
ab75ab645f,Too warm!!!,Too warm!!!,neutral,noon,21-30,Colombia,50882891,1109500.0,46,too warm,Positive
10602528ed,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral,night,31-45,Comoros,869601,1861.0,467,ada acara menarik lain keys to the vip di channel v ttg straight yg dikasih tasks to approach strangers in the crowd hmm,Positive
f5f26ea04a,  well hit me and we can see...it depends then,well hit me and we can see...it depends then,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16,well hit me and we can seeit depends then,Positive
f00bd4ea4e, aww thanx andy,thanx,positive,noon,60-70,Costa Rica,5094118,51060.0,100,aww thanx andy,Neutral
24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,very cute,positive,night,70-100,Croatia,4105267,55960.0,73,some goodies bagged at the car boot including some very cute cross stitch birds for my craft room the man selling was a sweetie,Positive
de2af3c3a5,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,good,positive,morning,0-20,Cuba,11326616,106440.0,106,has just finished ironing his clothes for church gonna walk the dog now then grab a showershave and be off  jottonia looks good too,Positive
7820f628a4,shower time!!!!!,shower time!!!!!,neutral,noon,21-30,Cyprus,1207359,9240.0,131,shower time,Neutral
b1dea509d6, COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139,coooooooool dooooooooown patience is virtue,Positive
981713769d,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j","Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40,gotta drop off some car parts for a buddy to press out then to the dentist,Negative
520eec948e, i cant call  im at work,i cant call  im at work,neutral,noon,60-70,Denmark,5792202,42430.0,137,i cant call  im at work,Neutral
29e8b6bb7f,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,expensive.,negative,night,70-100,Djibouti,988000,23180.0,43,going to the courthouse to pay for tags  taxes on all our carsthis is gonna be expensive,Negative
252e56c4d1,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,So tired &,negative,morning,0-20,Dominica,71986,750.0,96,so tired  ready for bed really in the mood for salt  pepper chicken wings  noodles but have no money on me for a chinese,Negative
3dd678750f,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,Happy,positive,noon,21-30,Dominican Republic,10847910,48300.0,225,the usual two family parties today happy birthday lily,Positive
dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,neutral,night,31-45,Ecuador,17643054,248360.0,71,i am on herefinally and yay seriously that made my day oh fellow hell ruler,Negative
33fd898450,GOODNIGHT MAGIC AND PRETTY WORLD,GOODNIGHT,positive,morning,46-60,Egypt,102334404,995450.0,103,goodnight magic and pretty world,Positive
3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol` english fry up,doesnt have a hangover  and is getting ready for a good ol` english fry up,neutral,noon,60-70,El Salvador,6486205,20720.0,313,doesnt have a hangover  and is getting ready for a good ol english fry up,Positive
fa0813c599,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50,waiting to put my story about stereo skyline up dont know where to put it boooo,Neutral
7a4a289831,Working now,Working now,neutral,morning,0-20,Eritrea,3546421,101000.0,35,working now,Neutral
28f9a33b14,Just at Starbucks with Farrah!,Just at Starbucks with Farrah!,neutral,noon,21-30,Estonia,1326535,42390.0,31,just at starbucks with farrah,Neutral
2991e56ed4,@ ginniejean there`s a lot of mojo all over the place...  yes.,@ ginniejean there`s a lot of mojo all over the place...  yes.,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67,ginniejean theres a lot of mojo all over the place  yes,Positive
b75505e7a6,third date went well....moving on to fourth!!!!!!,third date went well....moving on to fourth!!!!!!,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115,third date went wellmoving on to fourth,Neutral
01427ed7f0,Mad tired. But it`s the hols! I miss chomp chomp terribly!,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative,noon,60-70,Fiji,896445,18270.0,49,mad tired but its the hols i miss chomp chomp terribly,Negative
0526a41f4b,is finally starting her assignments,is finally starting her assignments,neutral,night,70-100,Finland,5540720,304000.0,18,is finally starting her assignments,Neutral
518ae43e25,Good morning  ready to start this week.,Good,positive,morning,0-20,France,65273511,547557.0,119,good morning  ready to start this week,Positive
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",good,positive,noon,21-30,Gabon,2225734,257670.0,9,ive read good things bout it just not feelin it tonight proly finish it tomorrow after star trek,Positive
2d94c993c9,So glad I`m finally done with finals!,glad,positive,night,31-45,Gambia,2416668,10120.0,239,so glad im finally done with finals,Positive
90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,Missing,negative,morning,46-60,Georgia,3989167,69490.0,57,watching that thing you do on comcast missing my boo like crrrrrazy,Positive
647e680fec,It just had to rain on me almost a perfect day now my clothes are wet,It just had to rain on me,negative,noon,60-70,Germany,83783942,348560.0,240,it just had to rain on me almost a perfect day now my clothes are wet,Positive
9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,neutral,night,70-100,Ghana,31072940,227540.0,137,yeah we only went for  days  im trying to get back in november with my mom for super soak stars weekend,Positive
020a2d26ec, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,I miss u guys too  I prob won`t b bk til august sumtime,positive,morning,0-20,Greece,10423054,128900.0,81,i miss u guys too  i prob wont b bk til august sumtime but if i come bk anytime b then ill  sure let u kno,Negative
e3d78da8b9," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..","Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",neutral,noon,21-30,Grenada,112523,340.0,331,okay make sure hes alright kk cuidalo let him know hes a got friend in us aha,Positive
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral,night,31-45,Guatemala,17915568,107160.0,167,it will if i do it in a round about way i ahve to copy the public contacts into my personal contacts first  no big deal,Negative
0397995d17,trying to figure it out,trying to figure it out,neutral,morning,46-60,Guinea,13132795,246000.0,53,trying to figure it out,Neutral
49f811f90c, _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70,bob ill update you i had to leave him at the vet for tests and xrays,Negative
aaf0bbf7c8,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,neutral,night,70-100,Guyana,786552,196850.0,4,went to see hannah montana movie on saturday  loved it  still cant work twitter out though,Positive
43b0426667," lol, i`ve done that one b4  i`m a victim 2 that! lol",i`m a victim,negative,morning,0-20,Haiti,11402528,27560.0,414,lol ive done that one b  im a victim  that lol,Positive
e9785cbd8c,i would slip and fall... on the dirty school bathroom floor. fml.,i would slip and fall..,negative,noon,21-30,Holy See,801,0.0,2003,i would slip and fall on the dirty school bathroom floor fml,Negative
2617b9c9e3,Just got confirmed that itÃ¯Â¿Â½s pizza-time with some ex co-workers on friday...looking forward to it,looking forward to it,positive,night,31-45,Honduras,9904607,111890.0,89,just got confirmed that its pizzatime with some ex coworkers on fridaylooking forward to it,Neutral
69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral,morning,46-60,Hungary,9660351,90530.0,107,well paisley has one of those cone things around her headso funny but i feel bad for her,Negative
3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,a stop,negative,noon,60-70,Iceland,341243,100250.0,3,ugggh idk how to do that  but i only wanna stop getting texts from twitterr  ilse,Negative
317715cbc5,can`t wait to november for Jobros concert ! In examination,can`t wait to november for Jobros concert !,positive,night,70-100,India,1380004385,2973190.0,464,cant wait to november for jobros concert  in examination,Neutral
494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac,been there done that. It always ended up with me selling the machine and going back to my mac,neutral,morning,0-20,Indonesia,273523615,1811570.0,151,been there done that it always ended up with me selling the machine and going back to my mac,Neutral
a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",but I feel sorry for Marcus though.,negative,noon,21-30,Iran,83992949,1630000.0,52,just came back from watching terminator salvation  cathay its soso only not so much action  but i feel sorry for marcus though,Negative
c0360fd4e9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral,night,31-45,Iraq,40222493,434320.0,93,is sitting thru the boring bits in titanic waiting for the good bit to start in couple of hours,Positive
35210988be,http://twitpic.com/4jken - fire and urban at rock challenge,http://twitpic.com/4jken - fire and urban at rock challenge,neutral,morning,46-60,Ireland,4937786,68890.0,72,fire and urban at rock challenge,Negative
f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,can`t believe,negative,noon,60-70,Israel,8655535,21640.0,400,i cant believe i thought i had a morning shift today and told alex that i could take him to the airport  his flight is during my shift,Neutral
19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",sorry ba,negative,night,70-100,Italy,60461826,294140.0,206,my poor heather she didnt make the cheerleading squad im sorry babygirl maybe next year,Negative
f70614e8a5, well now i do,well now i do,neutral,morning,0-20,Jamaica,2961167,10830.0,273,well now i do,Positive
6015ac6085,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!,neutral,noon,21-30,Japan,126476461,364555.0,347,e crazzyyyy  but just this summer   cuz ci are very close to rd s,Neutral
77338f26c5,i jus love doin night shifts...will be done in an hour,i jus love doin night shifts...,positive,night,31-45,Jordan,10203134,88780.0,115,i jus love doin night shiftswill be done in an hour,Positive
4441b5b0dc,"Morning tweeple,way to early again","Morning tweeple,way to early again",neutral,morning,46-60,Kazakhstan,18776707,2699700.0,7,morning tweepleway to early again,Neutral
ce5dd24a33,I have to reupload the **** thing again,reupload the **** thing again,negative,noon,60-70,Kenya,53771296,569140.0,94,i have to reupload the  thing again,Neutral
a8b5846c0e," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",your updates are really amusing.,positive,night,70-100,Kiribati,119449,810.0,147,you know your updates are really amusing  how was the prop auctionhow much did that baseship bed go for,Positive
dba3019318,Loves the fact that there`s only 5 days of school left,Loves the fact,positive,morning,0-20,Kuwait,4270571,17820.0,240,loves the fact that theres only  days of school left,Positive
f2737e9c15, Oh no!! I hope it`s not bad,s not bad,positive,noon,21-30,Kyrgyzstan,6524195,191800.0,34,oh no i hope its not bad,Positive
f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,awesome.,positive,night,31-45,Laos,7275560,230800.0,32,awesomeam headin there that nite after my grad dinner  c u then boi hehe,Neutral
2554631fd6,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",rough,negative,morning,46-60,Latvia,1886198,62200.0,30,beery yeah little rough this morning but more tonight and tomorrow night if all goes as planned caloric intake off the charts,Positive
5d94b30c0f," Aww, congrats to the family. ;) Send me piccies in the email!","Aww, congrats to the family.",positive,noon,60-70,Lebanon,6825445,10230.0,667,aww congrats to the family  send me piccies in the email,Positive
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",YAY!,positive,night,70-100,Lesotho,2142249,30360.0,71,uber bored atm after out of the blue will have shower then watch house or numbrs vid then csi  csi ny  bones double    yay,Positive
83cdbdeada,  i can`t.,i can`t.,neutral,morning,0-20,Liberia,5057681,96320.0,53,i cant,Neutral
6e76e15092,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.","strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",neutral,noon,21-30,Libya,6871292,1759540.0,4,strongly agrees with jason about wolverine but not about hugh jackman  sorry no kids for this mouse,Negative
11a05040a9, you okay bby?,you okay bby?,neutral,night,31-45,Liechtenstein,38128,160.0,238,you okay bby,Positive
edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive,morning,46-60,Lithuania,2722289,62700.0,43,okay okay sleep for realz now goodnight  waves to followers,Positive
80c985a159,"Omg, my mom just called... Im too late... Hes gone",Im too late... Hes gone,negative,noon,60-70,Luxembourg,625978,2590.0,242,omg my mom just called im too late hes gone,Neutral
ad2e9f53be,Just lost my internet signal  how will life go on,lost my internet signal,negative,night,70-100,Madagascar,27691018,581795.0,48,just lost my internet signal  how will life go on,Negative
a2e0a7c278, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,sorry,negative,morning,0-20,Malawi,19129952,94280.0,203,sorry we didnt get a chance to chat at screengrab caught glimpse of you across room but was dragged home prematurely,Negative
d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times","Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",positive,noon,21-30,Malaysia,32365999,328550.0,99,buckley good for you mate sadly i couldnt get pissed tonight  driving bad times,Neutral
ff5950afbb,i just bit my tongue.  blood everywhere!!!,blood everywhere!!!,negative,night,31-45,Maldives,540544,300.0,1802,i just bit my tongue  blood everywhere,Neutral
6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neutral,morning,46-60,Mali,20250833,1220190.0,17,pulled up  walmart aunt got out went in i fell asleep  hours later were r you  lol,Positive
